Ship Mode,Segment,Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
41082,Standard Class,Corporate,Office Supplies,37.35,2,0.5,-28.41,2.39,Medium
41083,Second Class,Consumer,Office Supplies,12.96,2,0.0,6.2208,2.11,Critical
41084,Second Class,Consumer,Office Supplies,9.42,2,0.0,0.471,2.09,Critical
41085,Standard Class,Consumer,Office Supplies,33.36,3,0.0,13.98,2.01,Medium
41086,Standard Class,Home Office,Office Supplies,25.176,4,0.7,-18.4624,1.97,High
41087,Standard Class,Consumer,Office Supplies,30.024,2,0.1,12.984,1.69,Medium
41088,Standard Class,Consumer,Office Supplies,30.54,1,0.0,14.94,1.43,Medium
41089,Standard Class,Consumer,Office Supplies,13.68,2,0.0,3.96,1.35,High
41090,Standard Class,Corporate,Office Supplies,13.95,2,0.5,-5.07,1.24,Medium
41091,Standard Class,Corporate,Office Supplies,21.825,3,0.5,-12.285,1.01,Medium
41092,Standard Class,Consumer,Office Supplies,10.68,3,0.0,0.3,1.0,High
41093,Standard Class,Consumer,Technology,5211.12,8,0.0,833.76,404.97,Medium
41094,First Class,Consumer,Furniture,1236.33,3,0.0,519.21,286.57,Medium
41095,First Class,Corporate,Furniture,980.32,2,0.2,110.28,276.71,Medium
41096,Standard Class,Home Office,Furniture,1272.186,3,0.1,551.196,87.26,Medium
41097,Same Day,Home Office,Office Supplies,348.81,7,0.0,34.86,85.76,Critical
41098,Second Class,Consumer,Furniture,453.681,3,0.1,65.511,67.77,High
41099,Standard Class,Consumer,Furniture,537.408,8,0.6,-134.352,59.99,Low
41100,First Class,Corporate,Technology,238.4824,5,0.402,-24.8176,59.65,High
41101,First Class,Corporate,Furniture,302.08,4,0.0,84.56,55.09,Medium
41102,Standard Class,Home Office,Furniture,1050.246,3,0.1,-23.364,53.2,Medium
41103,Second Class,Corporate,Furniture,253.764,2,0.1,31.0156,44.07,Critical
41104,Standard Class,Home Office,Furniture,883.71,6,0.1,49.05,42.83,Medium
41105,Second Class,Corporate,Office Supplies,154.35,3,0.0,38.52,39.58,Critical
41106,Second Class,Consumer,Furniture,267.192,2,0.1,17.772,36.75,High
41107,Second Class,Corporate,Technology,179.739,3,0.1,67.869,33.26,Critical
41108,First Class,Corporate,Office Supplies,69.3,3,0.0,30.48,29.66,Critical
41109,First Class,Corporate,Furniture,84.0,5,0.0,6.7,20.57,Critical
41110,Standard Class,Consumer,Office Supplies,169.9,5,0.0,15.2,20.56,Medium
41111,Standard Class,Home Office,Technology,323.595,3,0.15,-34.335,16.41,Medium
41112,Second Class,Consumer,Technology,285.804,2,0.15,-6.756,14.76,High
41113,Second Class,Corporate,Technology,66.015,1,0.1,2.925,11.69,Critical
41114,First Class,Corporate,Office Supplies,94.96,2,0.0,3.76,11.45,Critical
41115,First Class,Home Office,Furniture,67.44,4,0.0,0.64,11.14,High
41116,Standard Class,Consumer,Office Supplies,142.74,3,0.0,39.96,9.1,Medium
41117,Second Class,Consumer,Office Supplies,94.08,4,0.0,1.8,8.75,High
41118,Standard Class,Corporate,Office Supplies,108.756,6,0.4,7.236,8.6,Medium
41119,First Class,Corporate,Office Supplies,93.12,4,0.0,7.44,8.33,Medium
41120,First Class,Consumer,Office Supplies,112.8,5,0.0,38.25,8.12,Medium
41121,First Class,Home Office,Furniture,35.36,1,0.0,16.96,7.06,High
41122,First Class,Home Office,Furniture,97.86,3,0.0,19.56,6.55,High
41123,First Class,Consumer,Office Supplies,73.2,5,0.0,21.228,4.92,Medium
41124,Standard Class,Corporate,Office Supplies,61.704,2,0.4,-1.056,2.15,Medium
41125,Standard Class,Home Office,Office Supplies,33.21,3,0.0,10.26,1.74,Medium
41126,First Class,Consumer,Office Supplies,16.68,2,0.5,-13.68,1.44,High
41127,Standard Class,Home Office,Technology,106.9725,1,0.15,40.2525,0.19,Medium
41128,Same Day,Corporate,Technology,2399.96,5,0.2,839.986,630.05,High
41129,Standard Class,Corporate,Office Supplies,1127.76,4,0.0,112.68,88.88,Medium
41130,Standard Class,Corporate,Office Supplies,1016.1,5,0.0,314.85,60.53,Medium
41131,First Class,Home Office,Office Supplies,65.68,4,0.0,15.04,21.99,Critical
41132,Standard Class,Consumer,Furniture,179.442,3,0.7,-394.818,18.27,Medium
41133,Standard Class,Corporate,Office Supplies,184.14,6,0.0,84.6,16.45,High
41134,Standard Class,Consumer,Office Supplies,166.0,5,0.0,23.2,13.83,Medium
41135,First Class,Consumer,Furniture,45.03,1,0.0,9.45,11.58,High
41136,Standard Class,Corporate,Technology,175.9914,3,0.402,-74.2086,11.52,Medium
41137,Standard Class,Consumer,Office Supplies,116.76,7,0.4,-44.8,9.74,Medium
41138,Standard Class,Corporate,Office Supplies,48.0,1,0.0,22.08,7.99,High
41139,Standard Class,Corporate,Office Supplies,112.92,2,0.0,28.2,7.36,High
41140,Standard Class,Corporate,Office Supplies,166.8,4,0.0,6.6,6.08,Medium
41141,Standard Class,Consumer,Furniture,320.49,1,0.0,102.54,5.87,Medium
41142,Standard Class,Corporate,Office Supplies,34.8,4,0.0,9.0,4.62,High
41143,Standard Class,Corporate,Office Supplies,23.628,4,0.45,-1.812,3.15,High
41144,Standard Class,Consumer,Office Supplies,26.28,5,0.4,-7.92,2.58,Medium
41145,Standard Class,Consumer,Office Supplies,46.96,4,0.0,16.88,1.97,Medium
41146,First Class,Consumer,Office Supplies,27.12,2,0.0,5.94,1.15,High
41147,Second Class,Corporate,Office Supplies,45.225,5,0.1,17.475,0.97,Medium
41148,Standard Class,Corporate,Office Supplies,11.352,2,0.6,-11.088,0.68,Medium
41149,First Class,Consumer,Office Supplies,327.18,14,0.5,-19.74,128.05,Critical
41150,First Class,Consumer,Technology,392.67,3,0.5,-306.36,95.31,Critical
41151,Standard Class,Corporate,Furniture,796.48,8,0.0,270.72,77.85,Medium
41152,Standard Class,Consumer,Technology,646.3044,6,0.17,77.8644,64.5,Medium
41153,Standard Class,Consumer,Furniture,439.452,4,0.1,117.132,50.05,Medium
41154,Standard Class,Consumer,Technology,1007.944,7,0.2,75.5958,47.7,Medium
41155,Second Class,Home Office,Furniture,423.6,5,0.0,84.6,47.43,High
41156,Standard Class,Consumer,Technology,277.056,6,0.6,-117.864,40.12,High
41157,Standard Class,Home Office,Furniture,820.665,5,0.1,218.715,33.2,Medium
41158,Same Day,Consumer,Office Supplies,112.698,2,0.1,25.038,29.0,Critical
41159,Second Class,Consumer,Office Supplies,130.464,6,0.2,44.0316,26.38,High
41160,Standard Class,Home Office,Technology,1341.63,5,0.1,-44.82,20.82,Medium
41161,Standard Class,Home Office,Furniture,429.48,3,0.0,85.86,19.52,Medium
41162,Second Class,Home Office,Furniture,150.48,3,0.0,28.53,17.94,High
41163,Standard Class,Corporate,Office Supplies,378.6,1,0.0,124.92,17.13,Medium
41164,Standard Class,Home Office,Technology,330.399,3,0.1,58.689,15.6,Medium
41165,Standard Class,Corporate,Technology,95.1,5,0.0,30.432,12.39,High
41166,Second Class,Home Office,Technology,122.13,3,0.0,17.01,11.36,High
41167,Standard Class,Home Office,Office Supplies,115.425,3,0.1,11.475,9.95,Medium
41168,Standard Class,Consumer,Technology,143.7678,6,0.47,-70.6122,7.84,Medium
41169,Same Day,Corporate,Office Supplies,75.9,5,0.0,1.5,6.74,Medium
41170,Standard Class,Consumer,Furniture,127.6989,7,0.27,-5.4411,6.45,Medium
41171,Standard Class,Corporate,Office Supplies,44.649,6,0.45,-10.611,5.98,Medium
41172,Second Class,Home Office,Office Supplies,34.2,4,0.0,12.6,5.32,High
41173,Second Class,Consumer,Office Supplies,40.096,14,0.2,14.5348,5.14,High
41174,First Class,Consumer,Office Supplies,19.35,3,0.5,-4.32,4.92,Critical
41175,First Class,Consumer,Office Supplies,19.98,3,0.5,-3.6,4.86,Critical
41176,Standard Class,Corporate,Office Supplies,34.11,3,0.0,7.83,4.8,High
41177,Standard Class,Consumer,Office Supplies,60.336,9,0.2,12.816,4.49,Medium
41178,Standard Class,Corporate,Furniture,65.475,2,0.25,-14.025,4.19,Medium
41179,Standard Class,Home Office,Office Supplies,101.628,3,0.4,-25.452,3.84,Medium
41180,Standard Class,Corporate,Office Supplies,48.84,4,0.0,13.1868,3.81,High
41181,Standard Class,Corporate,Technology,46.134,2,0.45,-13.446,3.45,Medium
41182,Second Class,Consumer,Office Supplies,23.976,3,0.2,7.4925,3.3,High
41183,Standard Class,Corporate,Office Supplies,25.92,4,0.0,12.4416,3.11,High
41184,Standard Class,Consumer,Office Supplies,25.68,3,0.8,-39.804,3.05,Medium
41185,Standard Class,Consumer,Furniture,20.088,1,0.6,-22.122,2.63,High
41186,Standard Class,Home Office,Office Supplies,31.62,1,0.0,12.96,2.4,Medium
41187,Standard Class,Corporate,Office Supplies,31.95,1,0.0,11.82,2.33,Medium
41188,Standard Class,Home Office,Office Supplies,47.25,3,0.0,21.24,2.32,Medium
41189,Standard Class,Corporate,Office Supplies,20.856,8,0.7,-16.6848,2.16,Medium
41190,Standard Class,Corporate,Office Supplies,39.48,2,0.0,18.92,2.15,Medium
41191,Standard Class,Consumer,Office Supplies,26.496,2,0.2,4.296,1.79,Medium
41192,Standard Class,Home Office,Office Supplies,31.32,4,0.0,12.84,1.46,Medium
41193,Standard Class,Home Office,Office Supplies,39.78,2,0.0,17.88,1.46,Medium
41194,Second Class,Consumer,Office Supplies,4.72,2,0.2,1.652,0.9,High
41195,Standard Class,Consumer,Office Supplies,10.005,1,0.5,-5.025,0.81,Medium
41196,Standard Class,Corporate,Furniture,6.28,1,0.0,2.6376,0.68,High
41197,Standard Class,Corporate,Office Supplies,8.94,1,0.0,1.95,0.62,Medium
41198,Standard Class,Consumer,Office Supplies,12.384,3,0.8,-19.8144,0.57,Medium
41199,Standard Class,Corporate,Office Supplies,17.16,2,0.0,2.7,0.57,Medium
41200,Standard Class,Corporate,Office Supplies,6.528,4,0.7,-4.5696,0.5,Medium
41201,Standard Class,Corporate,Office Supplies,2.862,3,0.7,-2.2896,0.17,Medium
41202,First Class,Corporate,Technology,395.44752,4,0.002,177.44752,165.71,Critical
41203,First Class,Home Office,Office Supplies,308.745,5,0.1,-20.655,79.74,High
41204,First Class,Corporate,Office Supplies,370.52,2,0.0,66.68,64.0,Critical
41205,First Class,Home Office,Office Supplies,176.148,4,0.1,66.468,22.88,High
41206,First Class,Home Office,Office Supplies,70.308,7,0.1,1.428,18.38,High
41207,Standard Class,Corporate,Office Supplies,105.088,4,0.2,39.408,17.33,Low
41208,Standard Class,Consumer,Office Supplies,266.814,6,0.1,41.454,14.36,Medium
41209,Standard Class,Consumer,Office Supplies,218.4,8,0.0,8.64,13.94,Medium
41210,Standard Class,Corporate,Technology,127.2,6,0.2,31.8,13.34,Low
41211,Standard Class,Consumer,Office Supplies,130.896,3,0.1,4.356,11.68,Medium
41212,First Class,Home Office,Office Supplies,38.556,3,0.1,6.786,8.73,High
41213,Standard Class,Consumer,Office Supplies,97.74,2,0.0,28.32,6.35,Medium
41214,Standard Class,Home Office,Office Supplies,105.96,4,0.0,29.6688,6.04,Medium
41215,Same Day,Consumer,Office Supplies,43.2,2,0.1,-1.92,6.03,High
41216,Standard Class,Consumer,Office Supplies,27.24,4,0.0,7.56,2.14,Medium
41217,First Class,Home Office,Office Supplies,14.418,1,0.1,0.618,2.12,High
41218,Standard Class,Home Office,Furniture,40.784,1,0.2,4.5882,2.12,Medium
41219,First Class,Corporate,Office Supplies,17.88,2,0.0,4.08,1.97,High
41220,Same Day,Consumer,Furniture,7.88,5,0.6,-3.94,1.84,High
41221,Same Day,Consumer,Furniture,20.104,2,0.6,-16.5858,1.16,High
41222,Standard Class,Consumer,Office Supplies,11.31,1,0.0,0.99,1.14,Medium
41223,Same Day,Consumer,Office Supplies,3.798,1,0.8,-6.0768,0.68,High
41224,First Class,Consumer,Office Supplies,87.84,2,0.0,32.46,18.78,High
41225,Standard Class,Corporate,Office Supplies,158.94,6,0.0,28.44,14.38,Medium
41226,First Class,Consumer,Office Supplies,57.6,2,0.0,25.92,6.52,High
41227,Standard Class,Corporate,Office Supplies,28.38,2,0.0,5.94,2.48,Medium
41228,Standard Class,Corporate,Office Supplies,20.316,1,0.6,-23.874,1.72,Medium
41229,Standard Class,Corporate,Office Supplies,22.38,2,0.0,5.76,1.01,Medium
41230,Same Day,Consumer,Technology,457.7616,4,0.17,-82.8384,99.87,Medium
41231,Second Class,Consumer,Office Supplies,646.272,8,0.2,64.6272,94.81,High
41232,Same Day,Consumer,Furniture,392.31,1,0.0,19.59,76.32,High
41233,Second Class,Corporate,Technology,954.36,3,0.0,95.4,73.57,Medium
41234,First Class,Home Office,Furniture,370.575,1,0.1,115.275,71.09,Medium
41235,Standard Class,Consumer,Office Supplies,1518.183,3,0.1,252.963,61.73,Medium
41236,Standard Class,Consumer,Office Supplies,829.32,4,0.0,215.52,60.81,Medium
41237,Standard Class,Consumer,Furniture,982.125,3,0.1,87.255,60.7,Medium
41238,First Class,Home Office,Furniture,459.513,3,0.1,30.573,51.84,Medium
41239,Second Class,Corporate,Office Supplies,190.65,5,0.0,51.45,38.53,High
41240,Same Day,Consumer,Office Supplies,211.65,1,0.0,93.12,37.92,High
41241,Standard Class,Consumer,Office Supplies,602.208,8,0.1,213.888,34.21,Medium
41242,Same Day,Consumer,Furniture,79.8,1,0.0,13.56,28.04,High
41243,Standard Class,Consumer,Office Supplies,256.23,5,0.1,-17.22,26.93,High
41244,First Class,Corporate,Office Supplies,75.72,4,0.0,27.24,19.51,Critical
41245,Same Day,Consumer,Office Supplies,114.84,2,0.0,57.42,16.96,High
41246,Same Day,Consumer,Office Supplies,78.9828,2,0.17,10.4628,16.64,Medium
41247,Standard Class,Consumer,Office Supplies,133.2,5,0.0,11.85,15.25,Low
41248,Standard Class,Consumer,Furniture,99.09,1,0.1,-9.93,14.44,High
41249,First Class,Corporate,Technology,258.96,1,0.0,121.71,13.8,Medium
41250,Standard Class,Consumer,Office Supplies,219.78,5,0.1,9.63,13.55,Medium
41251,Second Class,Corporate,Technology,149.436,2,0.4,-39.864,13.48,High
41252,Standard Class,Consumer,Office Supplies,241.299,9,0.1,2.619,12.78,Medium
41253,Same Day,Consumer,Office Supplies,63.3456,2,0.17,16.7856,12.67,Medium
41254,Standard Class,Consumer,Technology,334.611,3,0.1,3.681,12.34,Medium
41255,Standard Class,Consumer,Office Supplies,91.962,2,0.1,1.002,10.13,Medium
41256,First Class,Consumer,Office Supplies,77.7,7,0.0,4.62,10.08,Critical
41257,Standard Class,Consumer,Office Supplies,168.63,7,0.0,31.92,8.78,Medium
41258,Standard Class,Consumer,Technology,104.88,1,0.0,42.99,8.22,Medium
41259,Standard Class,Consumer,Office Supplies,103.56,2,0.0,38.28,6.98,Medium
41260,Standard Class,Consumer,Technology,106.32,2,0.0,34.02,6.24,Medium
41261,Standard Class,Consumer,Office Supplies,79.92,3,0.5,0.0,5.48,Medium
41262,Standard Class,Consumer,Technology,73.05,1,0.0,23.37,4.53,Medium
41263,Standard Class,Consumer,Office Supplies,61.71,1,0.0,4.29,4.25,Medium
41264,Same Day,Consumer,Office Supplies,43.92,4,0.0,18.0,3.84,High
41265,Standard Class,Home Office,Technology,26.352,1,0.1,1.152,3.55,High
41266,First Class,Consumer,Office Supplies,57.6,2,0.0,25.92,3.54,Medium
41267,First Class,Home Office,Office Supplies,32.328,4,0.7,-25.872,3.45,Medium
41268,Standard Class,Consumer,Technology,119.43,3,0.0,46.53,3.43,Medium
41269,Standard Class,Consumer,Furniture,34.92,2,0.0,16.74,3.3,Medium
41270,Standard Class,Consumer,Office Supplies,26.1,1,0.0,6.78,3.12,Medium
41271,First Class,Home Office,Office Supplies,28.98,2,0.0,9.54,2.77,Medium
41272,Same Day,Consumer,Office Supplies,82.14,2,0.0,40.2,2.54,High
41273,Standard Class,Consumer,Office Supplies,44.064,1,0.1,-2.946,2.48,Medium
41274,Standard Class,Home Office,Office Supplies,24.192,2,0.1,6.132,2.34,High
41275,Standard Class,Corporate,Office Supplies,48.42,6,0.0,6.66,2.24,Medium
41276,Standard Class,Consumer,Office Supplies,31.68,2,0.0,2.52,2.04,Medium
41277,First Class,Consumer,Office Supplies,9.9057,1,0.47,-8.2443,1.93,High
41278,Standard Class,Consumer,Office Supplies,21.06,2,0.0,5.64,1.56,Medium
41279,Second Class,Consumer,Office Supplies,10.368,2,0.2,3.7584,1.39,High
41280,Standard Class,Consumer,Office Supplies,8.82,2,0.0,0.0,1.03,Medium
41281,Standard Class,Corporate,Office Supplies,24.672,4,0.2,7.71,0.62,Medium
41282,Second Class,Home Office,Office Supplies,10.05,1,0.0,4.92,0.59,Medium
41283,Standard Class,Corporate,Office Supplies,3.744,1,0.2,1.3104,0.25,Medium
41284,Standard Class,Consumer,Furniture,2885.085,7,0.1,-224.595,165.03,Medium
41285,Standard Class,Consumer,Technology,1017.522,3,0.1,-22.698,82.47,Medium
41286,Standard Class,Consumer,Furniture,739.536,7,0.2,-166.404,56.87,Medium
41287,Standard Class,Consumer,Technology,1071.441,7,0.1,71.421,55.63,Medium
41288,Standard Class,Home Office,Furniture,300.5328,2,0.32,-97.2312,22.69,Medium
41289,Standard Class,Consumer,Furniture,150.255,1,0.1,25.035,11.59,Medium
41290,Standard Class,Consumer,Office Supplies,101.58,3,0.0,1.98,6.76,Medium
41291,Standard Class,Consumer,Office Supplies,51.273,3,0.1,5.643,3.54,Medium
41292,Standard Class,Home Office,Office Supplies,33.792,8,0.2,10.56,1.25,Medium
41293,Standard Class,Home Office,Office Supplies,14.576,2,0.2,2.3686,0.89,Medium
41294,Standard Class,Home Office,Office Supplies,3.264,2,0.2,1.1016,0.29,Medium
41295,Standard Class,Home Office,Office Supplies,2.724,2,0.8,-4.3584,0.18,Medium
41296,First Class,Corporate,Technology,899.91,9,0.0,395.9604,152.26,High
41297,Standard Class,Consumer,Technology,1000.98,9,0.0,9.9,109.34,Medium
41298,Second Class,Consumer,Technology,477.6,4,0.0,62.04,84.01,High
41299,Standard Class,Consumer,Office Supplies,561.54,1,0.0,101.07,62.13,Medium
41300,Standard Class,Consumer,Furniture,1044.63,3,0.0,240.2649,42.77,Medium
41301,Second Class,Home Office,Technology,94.392,1,0.1,33.552,30.54,Critical
41302,Standard Class,Consumer,Furniture,395.12,5,0.2,-29.68,27.36,Medium
41303,Second Class,Consumer,Office Supplies,105.48,4,0.0,31.56,20.95,High
41304,Standard Class,Consumer,Technology,520.38,7,0.5,-395.64,20.35,Medium
41305,Standard Class,Consumer,Furniture,417.42,6,0.0,87.48,20.27,Medium
41306,Second Class,Consumer,Office Supplies,230.256,2,0.1,20.436,20.08,High
41307,Standard Class,Corporate,Furniture,307.136,4,0.2,-11.5176,19.51,Medium
41308,Standard Class,Consumer,Furniture,223.38,3,0.5,-111.69,14.97,Medium
41309,First Class,Corporate,Office Supplies,93.48,2,0.0,43.92,14.29,Medium
41310,Same Day,Consumer,Furniture,102.582,1,0.1,6.8388,14.11,High
41311,Standard Class,Consumer,Office Supplies,128.744,7,0.2,12.8744,13.63,Medium
41312,Second Class,Consumer,Furniture,125.1,1,0.0,60.03,12.92,Medium
41313,Standard Class,Corporate,Furniture,146.82,1,0.0,42.57,12.55,Medium
41314,Standard Class,Consumer,Office Supplies,104.625,5,0.1,11.625,10.75,Medium
41315,Standard Class,Consumer,Furniture,103.3461,3,0.27,14.1561,9.61,High
41316,Standard Class,Consumer,Furniture,249.7257,7,0.27,51.2757,8.61,Medium
41317,Standard Class,Consumer,Technology,78.309,1,0.7,-172.281,8.24,Medium
41318,Second Class,Home Office,Technology,104.98,2,0.0,52.49,7.57,Medium
41319,Standard Class,Consumer,Office Supplies,91.56,4,0.0,14.64,7.47,Medium
41320,Standard Class,Consumer,Office Supplies,134.13,1,0.0,25.47,7.15,Medium
41321,Standard Class,Consumer,Office Supplies,90.81,3,0.0,30.87,6.9,Medium
41322,Standard Class,Corporate,Technology,159.98,2,0.0,57.5928,6.45,Medium
41323,Standard Class,Consumer,Office Supplies,68.62,2,0.0,32.2514,6.27,Medium
41324,Standard Class,Home Office,Technology,117.12,4,0.0,52.68,5.8,Medium
41325,Standard Class,Home Office,Technology,133.6455,3,0.15,-12.6045,5.75,Medium
41326,Standard Class,Consumer,Office Supplies,82.84,2,0.0,21.52,5.5,Medium
41327,Standard Class,Consumer,Office Supplies,61.29,9,0.0,28.08,5.17,Medium
41328,Second Class,Home Office,Technology,63.96,4,0.0,19.8276,5.1,Medium
41329,Second Class,Consumer,Office Supplies,26.28,3,0.0,12.06,4.93,High
41330,Standard Class,Consumer,Office Supplies,45.68,2,0.0,21.0128,4.81,High
41331,Standard Class,Home Office,Office Supplies,49.44,4,0.0,4.92,4.78,Medium
41332,Second Class,Corporate,Office Supplies,24.96,2,0.0,1.98,4.57,High
41333,Standard Class,Consumer,Furniture,46.6032,4,0.27,-7.7568,4.54,High
41334,Standard Class,Consumer,Technology,41.337,1,0.7,-67.533,4.48,Medium
41335,Standard Class,Consumer,Office Supplies,42.2304,4,0.17,-4.0896,3.69,High
41336,Standard Class,Corporate,Furniture,27.568,1,0.2,9.988,3.24,High
41337,Standard Class,Consumer,Office Supplies,56.97,9,0.0,27.27,2.97,Medium
41338,Standard Class,Home Office,Office Supplies,48.06,2,0.0,12.96,2.79,Medium
41339,Standard Class,Consumer,Office Supplies,26.4,2,0.0,0.48,2.66,Medium
41340,Same Day,Consumer,Office Supplies,20.04,3,0.0,9.6192,2.25,High
41341,Standard Class,Home Office,Office Supplies,46.23,1,0.0,19.41,2.01,Medium
41342,Standard Class,Consumer,Office Supplies,17.48,2,0.0,8.2156,1.73,Low
41343,Second Class,Consumer,Office Supplies,9.9,1,0.0,0.0,1.63,High
41344,Standard Class,Home Office,Office Supplies,15.06,2,0.0,0.3,1.43,Medium
41345,Standard Class,Home Office,Office Supplies,25.668,3,0.4,3.828,1.41,Medium
41346,Standard Class,Consumer,Office Supplies,10.76,2,0.0,5.1648,1.22,High
41347,Standard Class,Corporate,Office Supplies,10.48,1,0.2,3.799,1.19,Low
41348,First Class,Corporate,Office Supplies,10.05,1,0.0,4.92,1.18,Medium
41349,Standard Class,Consumer,Office Supplies,19.98,3,0.5,-3.6,1.15,Medium
41350,Standard Class,Consumer,Office Supplies,16.668,2,0.7,-25.032,1.1,Medium
41351,Standard Class,Corporate,Office Supplies,6.336,4,0.7,-4.6464,1.09,Low
41352,Standard Class,Corporate,Office Supplies,14.55,1,0.0,3.18,1.03,Medium
41353,Standard Class,Consumer,Office Supplies,13.64,2,0.0,3.4,0.88,Medium
41354,Second Class,Home Office,Office Supplies,14.46,3,0.0,7.0854,0.79,Medium
41355,Standard Class,Consumer,Office Supplies,6.7,1,0.0,2.211,0.79,High
41356,Standard Class,Consumer,Office Supplies,13.95,3,0.0,3.87,0.66,Medium
41357,Standard Class,Home Office,Office Supplies,25.38,1,0.0,8.37,0.61,Medium
41358,Standard Class,Corporate,Office Supplies,12.6,2,0.0,5.796,0.54,Medium
41359,Same Day,Consumer,Office Supplies,2.946,2,0.7,-2.0622,0.54,Critical
41360,Standard Class,Corporate,Office Supplies,3.264,2,0.7,-2.2848,0.45,Low
41361,Standard Class,Corporate,Office Supplies,2.469,1,0.7,-1.8106,0.37,Low
41362,Standard Class,Consumer,Office Supplies,3.582,1,0.7,-3.348,0.33,Medium
41363,Standard Class,Corporate,Technology,1553.76,6,0.0,730.26,245.57,Low
41364,First Class,Corporate,Office Supplies,442.372,7,0.8,-729.9138,169.09,Critical
41365,Second Class,Consumer,Technology,741.96,3,0.0,7.38,97.64,High
41366,Same Day,Consumer,Furniture,287.94,2,0.0,20.1,96.82,High
41367,Standard Class,Consumer,Technology,1302.78,2,0.0,208.44,96.03,High
41368,First Class,Consumer,Technology,245.13,1,0.0,44.1,85.23,High
41369,Standard Class,Consumer,Furniture,831.456,3,0.2,145.476,75.97,Medium
41370,Standard Class,Corporate,Technology,653.52,8,0.0,39.12,73.74,Low
41371,Second Class,Consumer,Office Supplies,395.88,5,0.4,-250.82,63.67,High
41372,Standard Class,Corporate,Furniture,460.971,3,0.1,-5.139,58.47,High
41373,Standard Class,Corporate,Furniture,563.24,5,0.2,56.324,58.32,Medium
41374,Standard Class,Home Office,Furniture,457.14,1,0.0,45.69,54.36,Low
41375,Standard Class,Home Office,Office Supplies,511.056,9,0.2,-95.823,48.4,Low
41376,Standard Class,Consumer,Furniture,512.064,7,0.2,57.484,46.12,Medium
41377,Standard Class,Corporate,Technology,739.8,9,0.0,29.52,44.24,Medium
41378,Standard Class,Consumer,Office Supplies,702.3,5,0.0,126.4,40.53,Medium
41379,Standard Class,Consumer,Office Supplies,473.6,5,0.0,189.4,40.21,Medium
41380,Standard Class,Home Office,Technology,281.88,2,0.0,8.4,37.53,Low
41381,Standard Class,Corporate,Office Supplies,241.65,5,0.0,9.6,36.08,High
41382,Standard Class,Corporate,Technology,409.95,3,0.0,36.81,35.13,Medium
41383,Second Class,Consumer,Office Supplies,236.79,9,0.5,-146.88,34.94,Medium
41384,Standard Class,Home Office,Technology,322.218,2,0.15,-30.342,32.72,Medium
41385,Standard Class,Consumer,Furniture,219.48,2,0.0,70.2,31.09,High
41386,Standard Class,Corporate,Furniture,268.164,4,0.1,83.364,28.89,High
41387,First Class,Consumer,Office Supplies,106.92,2,0.0,34.2,24.7,High
41388,Second Class,Consumer,Furniture,161.514,3,0.1,51.984,23.96,High
41389,Second Class,Consumer,Furniture,115.032,2,0.4,-55.608,21.36,High
41390,First Class,Consumer,Office Supplies,169.8,5,0.0,71.25,19.97,High
41391,Standard Class,Consumer,Furniture,157.12,2,0.2,9.8,15.57,Medium
41392,Standard Class,Home Office,Office Supplies,207.12,4,0.0,6.12,15.46,Medium
41393,Standard Class,Corporate,Office Supplies,304.9,5,0.0,143.303,14.71,Medium
41394,Standard Class,Consumer,Office Supplies,192.0,5,0.2,31.2,14.59,Medium
41395,Second Class,Consumer,Office Supplies,176.256,4,0.1,11.736,14.13,High
41396,Standard Class,Consumer,Furniture,322.8,5,0.2,16.1,12.45,Medium
41397,First Class,Consumer,Office Supplies,47.61,1,0.0,9.03,12.36,High
41398,Standard Class,Consumer,Technology,190.815,1,0.5,-114.495,12.34,Medium
41399,Same Day,Corporate,Furniture,63.2,5,0.0,23.384,11.72,Critical
41400,Second Class,Home Office,Furniture,108.6,3,0.5,-6.54,11.6,Medium
41401,Standard Class,Consumer,Furniture,155.372,2,0.3,-13.3176,10.83,Medium
41402,Standard Class,Home Office,Office Supplies,103.2,10,0.0,36.0,10.77,Low
41403,Same Day,Consumer,Office Supplies,61.8,5,0.0,6.15,9.73,High
41404,First Class,Consumer,Office Supplies,28.23,1,0.0,0.0,9.54,High
41405,Standard Class,Home Office,Office Supplies,283.2,3,0.0,2.82,9.33,Medium
41406,Standard Class,Corporate,Office Supplies,49.32,1,0.0,5.4,8.98,Low
41407,Standard Class,Consumer,Office Supplies,139.125,5,0.5,-19.575,8.72,Medium
41408,Standard Class,Home Office,Furniture,174.12,6,0.0,76.56,8.68,High
41409,Standard Class,Consumer,Furniture,127.95,3,0.0,21.7515,8.39,High
41410,Second Class,Consumer,Office Supplies,53.7,1,0.0,17.7,8.23,High
41411,Standard Class,Corporate,Furniture,90.666,3,0.4,-13.644,7.8,Medium
41412,Standard Class,Consumer,Office Supplies,99.408,3,0.2,7.428,7.1,Medium
41413,Standard Class,Corporate,Office Supplies,56.46,2,0.0,0.0,6.87,Low
41414,Standard Class,Consumer,Office Supplies,124.32,2,0.0,49.68,6.45,Medium
41415,Standard Class,Home Office,Office Supplies,76.7,5,0.0,34.5,6.34,Medium
41416,Second Class,Consumer,Office Supplies,47.142,2,0.1,8.862,6.02,High
41417,First Class,Consumer,Office Supplies,54.18,2,0.0,27.06,5.61,High
